20	0.00968822	0.000845524	0.000167725	0.00273997	0.986277	
21	0.0094911	0.000968037	0.00016924	0.00278061	0.984889	
22	0.00951978	0.00119566	0.000171363	0.00295538	0.983156	
23	0.0098972	0.00165429	0.000174386	0.003388	0.98089	
24	0.0109629	0.00268869	0.000178868	0.00441794	0.977659	
25	0.0138337	0.00544693	0.000186071	0.00717186	0.972203	
25.5	0.0170794	0.00864859	0.000191641	0.0103464	0.96743	
26	0.02352	0.0151397	0.000199812	0.0167463	0.959217	
26.5	0.038215	0.0302173	0.000213202	0.0315418	0.942346	
27	0.0789212	0.0725155	0.000239169	0.072904	0.898597	
27.5	0.214906	0.214925	0.000299235	0.211823	0.757144	
28	0.539633	0.556911	0.000402629	0.544628	0.422764	
28.5	0.774014	0.806386	0.000465452	0.786008	0.180272	
29	0.85459	0.895313	0.000497412	0.870306	0.0939125	
29.5	0.882207	0.929204	0.000527557	0.9006	0.0607517	
30	0.891357	0.944341	0.000563734	0.912233	0.0455571	
30.5	0.892201	0.95152	0.0006095	0.915661	0.0378366	
31	0.888184	0.954504	0.000668436	0.914468	0.0338804	
31.5	0.880525	0.954742	0.000745365	0.909961	0.0321803	
32	0.869504	0.952728	0.000847278	0.902502	0.0320882	
32.5	0.854887	0.94844	0.000984593	0.891921	0.0333568	
33	0.836043	0.941457	0.00117317	0.877643	0.0359626	
33.5	0.811946	0.930934	0.00143759	0.858667	0.0400217	
34	0.781143	0.915502	0.00181645	0.833495	0.0457183	
34.5	0.741749	0.893152	0.00237052	0.80007	0.0531651	
35	0.691684	0.861298	0.00319386	0.755928	0.062092	
35.5	0.629437	0.817439	0.00442505	0.698931	0.0712808	
36	0.555561	0.760899	0.00625026	0.628928	0.0780026	
36.5	0.474025	0.695074	0.00888843	0.549623	0.0784901	
37	0.391312	0.627403	0.0125572	0.468136	0.0703765	
37.5	0.313177	0.565235	0.0173999	0.391338	0.0552802	
38	0.24301	0.511659	0.0233102	0.323008	0.0381184	
38.5	0.183223	0.466138	0.0297406	0.264817	0.023602	
39	0.135732	0.427729	0.0358619	0.217806	0.0136597	
39.5	0.100526	0.396135	0.0410553	0.181866	0.00772517	
40	0.0755395	0.370899	0.0451508	0.155391	0.00441701	
40.5	0.0580444	0.351083	0.0482771	0.13613	0.0026021	
41	0.0457002	0.335567	0.0506506	0.122037	0.0015911	
41.5	0.0368268	0.323336	0.0524688	0.111564	0.00101065	
42	0.0303026	0.313586	0.0538831	0.10363	0.000665368	
43	0.0216202	0.299265	0.0559021	0.0926733	0.000316801	
44	0.016299	0.289443	0.0572476	0.0856642	0.000167198	
45	0.0128089	0.282399	0.0581944	0.0809079	9.56647e-05	
46	0.0103931	0.277157	0.0588901	0.0775248	5.83539e-05	

