1	0.064639	0.000239327	8.44787e-07	5.5328e-05	3.73634e-06	6.04279e-08	7.12402e-05	0.000134543	0.000137407	1.43224e-06	
2	0.0659159	0.000181064	3.49856e-05	3.993e-05	3.92673e-06	4.42224e-08	0.000153014	0.000109606	0.000164097	1.24023e-06	
5	0.071975	0.00021375	-5.66495e-05	3.22107e-05	4.19744e-06	4.14218e-08	-6.4819e-05	0.000161448	0.000273421	2.46543e-06	
8	0.0756167	0.000507549	-3.0059e-05	6.76301e-05	4.50823e-06	1.11677e-07	0.000156283	0.00076443	0.000473211	1.36743e-05	
10	0.0781918	0.000349169	-2.61063e-05	5.72477e-05	5.01075e-06	7.5433e-08	0.00105341	0.000927961	0.000778305	2.12526e-05	
11	0.0808055	0.000200844	1.71653e-05	5.04969e-05	5.61414e-06	6.29293e-08	-0.000708656	0.00127377	0.00157782	4.31676e-05	
12	0.0851238	0.000371069	0.000103422	0.000132263	8.02365e-06	2.22008e-07	-0.00459903	0.00482781	0.006678	0.000322782	
13	0.0961978	0.000496286	5.08124e-05	0.000220646	1.25169e-05	4.40823e-07	0.00611286	0.0101085	0.0214766	0.000887927	
14	0.103481	0.00039405	-0.000475347	0.00027158	1.62092e-05	5.36271e-07	0.0182006	0.012426	0.0307217	0.0011932	
15	0.107038	0.000331019	-0.000981235	0.000279336	1.74509e-05	6.05762e-07	0.0195476	0.0135944	0.0353956	0.00145256	
18	0.111064	0.000534638	-0.00217662	0.000258224	1.71196e-05	7.89548e-07	0.0866737	0.0134767	0.0361227	0.00401163	
20	0.112139	0.000367306	-0.000570421	0.000312798	1.74436e-05	7.03893e-07	0.0225932	0.0153502	0.0379926	0.00280884	
25	0.113172	0.000389317	0.00233785	0.000271967	1.83854e-05	8.36103e-07	-0.120749	0.0121855	0.0382663	0.0020665	
30	0.114562	0.000463818	0.00232046	0.000266761	2.45248e-05	5.21359e-07	-0.117457	0.0122992	0.0516901	0.0143309	









