20	0.116003	0.110815	7.40863e-05	0.111524	0.986926	
21	0.115391	0.110813	7.46103e-05	0.111319	0.985716	
22	0.114814	0.11081	7.53405e-05	0.11111	0.984265	
23	0.114258	0.110806	7.63487e-05	0.11089	0.982487	
24	0.11371	0.110801	7.77573e-05	0.110652	0.980221	
25	0.113155	0.110794	7.9804e-05	0.110388	0.977065	
25.5	0.11287	0.11079	8.12291e-05	0.110243	0.974765	
26	0.112579	0.11079	8.3149e-05	0.11009	0.97123	
26.5	0.112303	0.110817	8.61441e-05	0.10995	0.963929	
27	0.112393	0.111233	9.32515e-05	0.110171	0.936193	
27.5	0.137665	0.137744	0.000152218	0.135868	0.562492	
28	0.390973	0.403498	0.000251774	0.394949	0.0326862	
28.5	0.734654	0.767272	0.000293472	0.748291	0.00294471	
29	0.856494	0.899688	0.000311083	0.875119	0.000532883	
29.5	0.890091	0.939985	0.000326536	0.911778	0.000181799	
30	0.899724	0.955715	0.00034518	0.924142	9.10178e-05	
30.5	0.900402	0.96277	0.000368616	0.927648	5.81926e-05	
31	0.896438	0.965826	0.000398355	0.926775	4.41668e-05	
31.5	0.889247	0.966533	0.000436437	0.923043	3.81994e-05	
32	0.879203	0.965473	0.000485783	0.916911	3.67547e-05	
32.5	0.866168	0.962723	0.000550662	0.908327	3.87809e-05	
33	0.849638	0.958	0.000637457	0.896864	4.4496e-05	
33.5	0.828724	0.950622	0.000755967	0.881699	5.52642e-05	
34	0.802025	0.939325	0.000921688	0.861441	7.41255e-05	
34.5	0.767378	0.921865	0.00115994	0.833814	0.00010714	
35	0.721504	0.894337	0.00151326	0.795129	0.000165901	
35.5	0.659812	0.850357	0.00205368	0.739786	0.00027027	
36	0.577645	0.781619	0.00289717	0.661208	0.000441994	
36.5	0.475834	0.684476	0.00420137	0.557984	0.000659116	
37	0.368182	0.572969	0.00613073	0.444118	0.000781229	
37.5	0.273899	0.475081	0.008877	0.343201	0.00065433	
38	0.19907	0.405425	0.0127475	0.265507	0.000366159	
38.5	0.139386	0.357306	0.0178114	0.20611	0.000136721	
39	0.0940529	0.319551	0.0231346	0.1605	3.74798e-05	
39.5	0.0638701	0.288888	0.0274852	0.12809	9.13853e-06	
40	0.0452876	0.265335	0.0305821	0.106461	2.32161e-06	
40.5	0.0337541	0.247755	0.0327325	0.0920159	6.57423e-07	
41	0.0262517	0.234563	0.0342635	0.0820396	2.10106e-07	
41.5	0.0211122	0.224472	0.0353936	0.0748743	7.51876e-08	
42	0.0174286	0.216585	0.0362562	0.0695434	2.9745e-08	
43	0.01259	0.20519	0.0374781	0.0622507	5.9938e-09	
44	0.00962057	0.197464	0.0382958	0.0575845	1.58807e-09	
45	0.00765293	0.191949	0.0388775	0.0543984	5.23143e-10	
46	0.00627455	0.187854	0.0393099	0.0521156	2.05485e-10	

