12	0.0262323	0.00411968	0.000537231	0.00869753	0.956138	
13	0.0283006	0.00711412	0.00057392	0.0113655	0.945447	
14	0.0370336	0.0165645	0.000647905	0.0203437	0.925368	
14.4	0.0455228	0.0256339	0.000699765	0.0289819	0.910966	
14.8	0.0607985	0.0421581	0.000776397	0.0446591	0.888458	
15.2	0.0893221	0.0735149	0.000894359	0.0742548	0.850699	
15.6	0.142968	0.133476	0.00107953	0.130519	0.784766	
16	0.23577	0.238962	0.00135654	0.228827	0.675596	
16.4	0.361719	0.385041	0.00171041	0.363659	0.529676	
16.8	0.480225	0.526912	0.00208376	0.49242	0.389893	
17.2	0.559648	0.628075	0.0024578	0.581147	0.288915	
17.6	0.60053	0.688079	0.00286751	0.629878	0.22516	
18	0.613988	0.718956	0.00336148	0.650123	0.185974	
18.4	0.608676	0.730276	0.00398954	0.650922	0.161309	
18.8	0.589687	0.727633	0.0048068	0.637554	0.144838	
19.2	0.560005	0.714155	0.00587765	0.613023	0.132532	
19.6	0.521756	0.691874	0.00727581	0.579374	0.121605	
20	0.476969	0.662639	0.00907941	0.538553	0.110096	
20.4	0.427909	0.628584	0.0113614	0.492809	0.0968796	
20.8	0.37698	0.592115	0.0141762	0.444645	0.0818279	
21.2	0.326397	0.555488	0.0175433	0.396439	0.06578	
21.6	0.277935	0.520322	0.0214237	0.350072	0.0501501	
22	0.232961	0.487453	0.0256932	0.306859	0.0363262	
22.4	0.192578	0.457204	0.0301357	0.267737	0.0251792	
22.8	0.157608	0.429764	0.0344842	0.233388	0.0168956	
23.2	0.128404	0.405334	0.0384992	0.204155	0.0111293	
23.6	0.104748	0.384038	0.0420313	0.179948	0.00729416	
24	0.0859793	0.365819	0.0450334	0.160295	0.00480855	
24.4	0.0712438	0.350437	0.0475321	0.14451	0.00321234	
24.8	0.0596962	0.337542	0.0495913	0.131874	0.00218414	
25.2	0.0506086	0.326753	0.0512845	0.121734	0.00151446	
25.6	0.0433995	0.31771	0.0526806	0.113548	0.00107137	
26	0.0376228	0.310099	0.0538383	0.106886	0.000772882	
27	0.0274498	0.295736	0.0559785	0.0949045	0.000369508	
28	0.0210376	0.285904	0.0574099	0.0871702	0.000194503	

