1	0.0381677	0.000108097	8.8226e-05	5.69203e-05	3.19282e-06	6.64848e-08	7.80143e-05	0.000121365	0.000110117	1.19637e-06	
2	0.0423124	9.11184e-05	5.80507e-05	4.02895e-05	3.12616e-06	4.44631e-08	-0.000193087	0.000109341	0.000124799	1.01093e-06	
5	0.046286	0.000116909	2.58938e-05	3.51948e-05	3.27093e-06	4.43282e-08	-0.000100372	0.000152306	0.00017583	1.50394e-06	
8	0.0475474	0.000152542	2.58124e-05	3.64298e-05	3.33036e-06	3.62312e-08	-0.000180042	0.00023235	0.000241809	2.6622e-06	
10	0.0472101	0.000517621	-0.000126203	6.36953e-05	3.28165e-06	9.46457e-08	0.00249201	0.000699327	0.000327586	1.20183e-05	
12	0.0492562	0.000651665	-1.10918e-05	7.08934e-05	3.38676e-06	1.13837e-07	2.18872e-05	0.000825819	0.000389428	1.43306e-05	
15	0.0491925	8.97547e-05	-1.78218e-05	3.33564e-05	3.68308e-06	3.10308e-08	0.000973827	0.000960827	0.000956934	2.6833e-05	
18	0.0525366	0.000130432	0.000270901	0.000164682	7.77786e-06	2.41037e-07	0.00718767	0.00693042	0.0106007	0.000465376	
20	0.0533276	0.000128838	0.00112498	0.000175745	9.28176e-06	2.98533e-07	-0.0394304	0.0078781	0.0142996	0.00063589	
25	0.054016	0.000143551	8.85095e-05	0.00022299	9.64496e-06	3.84596e-07	-0.0154845	0.0101707	0.0167557	0.000787568	
30	0.0539863	0.000151008	0.00203927	0.000276232	1.14844e-05	2.79927e-07	-0.0757458	0.01642799	0.0183472	0.00093536	

