1	0.00433146	0.000240598	
2	0.00681085	9.41084e-05	
5	0.00781619	7.7852e-05	
8	0.00853546	0.000126915	
10	0.00861984	0.00015729	
12	0.009001	0.000180341	
15	0.0136369	0.000514484	
18	0.130318	0.00215244	
20	0.140808	0.00208205	
25	0.147503	0.00405018	
30	0.167862 	0.00607643

