8	0.0646097	0.026092	0.00174505	0.0323977	0.871046	
9	0.111275	0.0838879	0.00254848	0.0837358	0.777066	
10	0.264202	0.281445	0.00473305	0.255187	0.534312	
10.2	0.303072	0.335065	0.00536604	0.300194	0.472335	
10.4	0.338415	0.386017	0.00604181	0.341976	0.41305	
10.6	0.367806	0.431163	0.00675401	0.377776	0.359149	
10.8	0.390017	0.468746	0.00750351	0.406119	0.311927	
11	0.404882	0.498296	0.00829684	0.426699	0.271481	
11.2	0.41292	0.520206	0.00914347	0.439977	0.237176	
11.4	0.414969	0.535292	0.0100535	0.446786	0.208071	
11.6	0.411953	0.544508	0.0110361	0.448067	0.183201	
11.8	0.404764	0.548792	0.0120987	0.444742	0.16171	
12	0.394214	0.548997	0.0132464	0.437651	0.142899	
12.4	0.365829	0.540121	0.0158066	0.415091	0.111303	
12.8	0.331562	0.522903	0.0187131	0.385382	0.0856431	
13.2	0.294955	0.501116	0.0219301	0.35229	0.0645942	
13.6	0.258479	0.477427	0.0253946	0.318495	0.0475541	
14	0.223749	0.453559	0.0290168	0.285763	0.0341469	
14.4	0.191769	0.430535	0.0326814	0.255197	0.0239704	
14.8	0.163145	0.408956	0.0362576	0.227473	0.0165283	
15.2	0.138175	0.389189	0.039621	0.202959	0.0112671	
15.6	0.116883	0.371451	0.0426771	0.18177	0.00764723	
16	0.0990587	0.355822	0.045375	0.163794	0.0052022	
16.4	0.084327	0.342252	0.0477054	0.148753	0.00356639	
16.8	0.072239	0.330593	0.0496892	0.136273	0.00247367	
17.2	0.0623429	0.320642	0.0513638	0.125958	0.00174025	
17.6	0.0542284	0.312172	0.0527725	0.117434	0.00124337	
18	0.0475462	0.304965	0.0539577	0.11037	0.000902608	
19	0.0353671	0.291224	0.0561783	0.0974099	0.000433621	
20	0.0274097	0.281787	0.057671	0.0889121	0.000227362	

