0 0.999989 3.89263e-05
1 0.879294 7.8364e-05
2 0.799211 0.000123089
3 0.709748 0.000129819
4 0.623758 0.000133216
5 0.546819 0.000132447
6 0.480178 0.000102947
7 0.423171 0.000114794
8 0.374858 0.000136829
9 0.333824 7.00742e-05
10 0.298928 8.85733e-05
11 0.269087 9.09121e-05
12 0.24329 8.07535e-05
13 0.221074 7.5293e-05
14 0.201832 6.62944e-05
15 0.184958 5.76461e-05
16 0.170143 5.2298e-05
17 0.157079 5.88906e-05
18 0.145422 5.24765e-05
19 0.135124 5.44767e-05
20 0.125877 4.48548e-05
21 0.117608 5.46322e-05
22 0.110128 4.41914e-05
23 0.103368 4.66146e-05
24 0.0972522 4.2005e-05
25 0.0916739 4.5171e-05
26 0.0866134 3.76454e-05
27 0.081957 3.31053e-05
28 0.0777203 3.76559e-05
29 0.0737706 3.82889e-05
30 0.0701445 2.67554e-05
31 0.0668101 2.74686e-05
32 0.0636955 2.66524e-05
33 0.0607786 2.42179e-05
34 0.0580994 2.88362e-05
35 0.0555969 2.40303e-05
36 0.0532959 2.79311e-05
37 0.0511069 2.00619e-05
38 0.0490696 2.64554e-05
39 0.0471591 1.92036e-05
40 0.0453677 2.57856e-05
41 0.0436886 2.78064e-05
42 0.0420989 1.82103e-05
43 0.0405787 2.41766e-05
44 0.0391498 1.91342e-05
45 0.0378211 2.30797e-05
46 0.0365685 1.87103e-05
47 0.0353277 2.00594e-05
48 0.0342154 2.0415e-05
49 0.0331166 1.70861e-05
50 0.0321117 1.59472e-05
51 0.0311169 1.83403e-05
52 0.0301966 1.90142e-05
53 0.0292919 1.48699e-05
54 0.0284727 1.61434e-05
55 0.027629 1.42619e-05
56 0.0268744 1.91139e-05
57 0.0261395 1.41034e-05
58 0.0254334 1.78642e-05
59 0.0247592 1.35988e-05
60 0.0241153 1.42283e-05
61 0.0234999 2.01501e-05
62 0.0228941 1.67181e-05
63 0.0223433 1.23498e-05
64 0.0218119 1.66812e-05
65 0.0212566 1.59227e-05
66 0.0207599 1.25693e-05
67 0.0202661 1.86594e-05
68 0.0198142 1.59069e-05
69 0.0193523 1.44828e-05
70 0.0189222 1.52557e-05
142 0.00614541 7.59932e-06
284 0.00205035 5.19912e-06
568 0.000687702 3.44789e-06
1136 0.000232533 1.72357e-06
2272 8.02411e-05 1.45738e-06
4544 2.79233e-05 7.47537e-07
9088 9.27863e-06 3.87624e-07
18176 2.96895e-06 2.74964e-07
36352 1.36186e-06 2.08418e-07
