0 0.999999 5.19798e-06
1 0.435563 7.93111e-06
2 0.214234 7.37844e-06
3 0.127576 5.10587e-06
4 0.0854546 3.63529e-06
5 0.0617729 2.8419e-06
6 0.0470659 2.14168e-06
7 0.0372618 1.67594e-06
8 0.0303694 1.44833e-06
9 0.025322 1.33267e-06
10 0.0215047 1.49637e-06
11 0.0185394 1.21385e-06
12 0.0161826 1.17019e-06
13 0.0142779 1.29339e-06
14 0.0127125 1.04088e-06
15 0.0114073 8.86753e-07
16 0.0103076 8.91518e-07
17 0.00937013 8.57528e-07
18 0.00856492 7.77927e-07
19 0.00786705 7.99966e-07
20 0.00725664 6.11222e-07
21 0.00672013 6.70211e-07
22 0.00624453 7.45808e-07
23 0.00582366 7.37844e-07
24 0.00544547 6.57043e-07
25 0.00510766 6.04832e-07
26 0.00480151 6.64648e-07
27 0.0045247 6.39688e-07
28 0.0042729 6.83367e-07
29 0.00404337 5.74395e-07
30 0.00383344 6.34008e-07
31 0.00364106 5.83898e-07
32 0.00346383 5.38002e-07
33 0.00330027 5.818e-07
34 0.0031488 5.57204e-07
35 0.00300836 5.69872e-07
36 0.0028787 5.11707e-07
37 0.00275707 6.15879e-07
38 0.00264448 5.61619e-07
39 0.00253864 6.21082e-07
40 0.00243966 4.66953e-07
41 0.00234731 4.49794e-07
42 0.00226006 5.36622e-07
43 0.00217831 4.48594e-07
44 0.00210109 5.43358e-07
45 0.00202871 4.13247e-07
46 0.00195999 5.08843e-07
47 0.00189463 4.68299e-07
48 0.00183374 4.70375e-07
49 0.00177485 4.54723e-07
50 0.00171976 4.39662e-07
51 0.00166737 4.09553e-07
52 0.00161769 4.68074e-07
53 0.00157027 4.38977e-07
54 0.00152472 4.03006e-07
55 0.00148162 4.07935e-07
56 0.00144051 4.23593e-07
57 0.00140128 4.6941e-07
58 0.00136349 3.64929e-07
59 0.0013277 3.72469e-07
60 0.00129318 4.67855e-07
61 0.00126047 3.63136e-07
62 0.00122867 3.88415e-07
63 0.00119869 3.94949e-07
64 0.00116941 4.36305e-07
65 0.00114149 4.18478e-07
66 0.00111473 3.75448e-07
67 0.00108875 4.30458e-07
68 0.00106378 4.10976e-07
69 0.00103971 3.8211e-07
70 0.00101688 3.32012e-07
142 0.000339221 2.20049e-07
284 0.000116804 1.43731e-07
568 4.03401e-05 9.90976e-08
1136 1.40798e-05 7.01409e-08
2272 4.94657e-06 4.39526e-08
4544 1.75937e-06 3.0166e-08
9088 6.14868e-07 2.12206e-08
18176 2.20527e-07 1.04156e-08
36352 7.42544e-08 8.62918e-09
