8		67516	0.6121867205608542	0.00001
32		19425	0.638703972320795	0.00001
128		3965	0.6544191842318715	0.00001
512		1496	0.662465291118234	0.00001
1024		1601	0.6639755058099789	0.00001
2048		1807	0.6658950974549855	0.00001
4096		1499	0.6668214344709877	0.00001
8192		1893	0.6678994370114599	0.00001
16384		1481	0.6686907413486147	0.00001
32768		903	0.6690652412173866	0.00001
65536		1596	0.6696444570266203	0.00001
100000		3311	0.6697685778283452	0.00001
200000		1790	0.6699774060155609	0.00001
500000		710	0.6701586068502372	0.00001
1000000		988	0.6703515618894387	0.00003
2000000		507	0.6705033540120723	0.00006
5000000		177	0.6707135023695727	0.0001
#10000000	64	0.6706915473943804
