0	0.88307	0.00947504	0.11693	0.000140258	0.646006	0.0070181	2.73902	0.000714706	0.31913	0.00483055
1	-0.513854	0.00230573	-0.0543144	0.000154921	-0.331307	0.00189458	-1.55208	0.00570681	-0.138247	0.00081477
2	0.209124	0.0095417	-0.00319741	3.11426e-05	0.104412	0.00719827	0.627307	0.00416357	-0.000235949	0.00483593
3	-0.195449	0.00238487	-0.000779508	2.68091e-05	-0.116536	0.00213899	-0.60511	0.00425059	-0.0188588	0.00121864
4	0.14872	0.00885498	-9.41845e-05	2.43333e-05	0.0811658	0.00692704	0.45315	0.0043016	0.0066221	0.0045506
5	-0.140851	0.0030498	-6.60571e-05	2.75686e-05	-0.0820596	0.00252127	-0.435575	0.00510178	-0.0102458	0.00151777
6	0.12173	0.00896753	-5.01356e-06	2.74002e-05	0.0674587	0.00703692	0.371699	0.00501597	0.0066786	0.00456013
7	-0.115453	0.00362915	-5.11165e-05	2.6686e-05	-0.0666653	0.00285382	-0.356686	0.00510798	-0.0075502	0.00178491
8	0.103187	0.00872355	5.27238e-05	2.56991e-05	0.0575947	0.00690609	0.315542	0.00481503	0.00602204	0.00449944
9	-0.0999443	0.0040443	1.67175e-06	2.24456e-05	-0.0574602	0.00305876	-0.30852	0.0051295	-0.00628954	0.00204673
10	0.0917447	0.00865818	-4.06239e-06	2.68969e-05	0.0513151	0.00700561	0.280684	0.00538396	0.00543604	0.00447434
11	-0.0915114	0.00417733	-6.16226e-06	2.25637e-05	-0.0526342	0.00299995	-0.282642	0.00499215	-0.00564936	0.0020511
12	0.0877595	0.00848348	-1.99576e-05	2.47083e-05	0.0490804	0.00685655	0.268294	0.00558243	0.00538536	0.00435719
13	-0.0895925	0.00425715	4.1548e-05	2.83931e-05	-0.0512061	0.00299894	-0.275975	0.00562606	-0.00562199	0.00195722
14	0.0871967	0.00837256	-6.02687e-05	2.67972e-05	0.0487702	0.00679054	0.26653	0.00548122	0.00540427	0.00433988
15	-0.0886847	0.00435222	7.44134e-05	2.72534e-05	-0.0506257	0.00309868	-0.273029	0.00537687	-0.0055916	0.00201801
16	0.0871967	0.00857318	-6.02687e-05	2.62538e-05	0.0487702	0.00681527	0.26653	0.0055359	0.00540427	0.00446701
17	-0.0895925	0.00448194	4.1548e-05	2.76528e-05	-0.0512061	0.00343714	-0.275975	0.00567176	-0.00562199	0.00213553
18	0.0877595	0.00854077	-1.99576e-05	2.25389e-05	0.0490804	0.00689936	0.268294	0.00574118	0.00538536	0.00441495
19	-0.0915114	0.00435262	-6.16226e-06	2.3151e-05	-0.0526342	0.00330196	-0.282642	0.00571936	-0.00564936	0.00208506
20	0.0917447	0.00820347	-4.06239e-06	2.62351e-05	0.0513151	0.00666586	0.280684	0.00525268	0.00543604	0.00422958
21	-0.0999443	0.00427555	1.67175e-06	2.49311e-05	-0.0574602	0.00333856	-0.30852	0.00522221	-0.00628954	0.00205994
22	0.103187	0.00848458	5.27238e-05	2.59707e-05	0.0575947	0.00672751	0.315542	0.00510462	0.00602204	0.00433373
23	-0.115453	0.0040544	-5.11165e-05	2.49843e-05	-0.0666653	0.00311927	-0.356686	0.00510514	-0.0075502	0.00197608
24	0.12173	0.00843291	-5.01356e-06	2.56065e-05	0.0674587	0.00675807	0.371699	0.00533358	0.0066786	0.00434847
25	-0.140851	0.00410701	-6.60571e-05	2.37799e-05	-0.0820596	0.00280719	-0.435575	0.0054101	-0.0102458	0.0018212
26	0.14872	0.00882358	-9.41845e-05	2.36967e-05	0.0811658	0.0068277	0.45315	0.00453415	0.0066221	0.00449757
27	-0.195449	0.00357313	-0.000779508	2.72443e-05	-0.116536	0.00237471	-0.60511	0.00535821	-0.0188588	0.00139613
28	0.209124	0.00916007	-0.00319741	2.74049e-05	0.104412	0.00695676	0.627307	0.00421164	-0.000235949	0.00467039
29	-0.513854	0.00313184	-0.0543144	0.000168288	-0.331307	0.00188071	-1.55208	0.00667437	-0.138247	0.000887948
