8	0.127652	0.108656	0.000626353	0.109325	0.901895	
9	0.122742	0.108369	0.000746403	0.106996	0.858174
10	0.125442	0.119543	0.00146689	0.11303	0.620945	
10.2	0.142252	0.142859	0.0020152	0.132343	0.441572	
10.4	0.174236	0.185816	0.00267022	0.168808	0.250656	
10.6	0.210447	0.235188	0.00322772	0.210561	0.131807	
10.8	0.243126	0.281629	0.00369774	0.249081	0.0732892	
11	0.270509	0.323032	0.00414322	0.28239	0.0442122	
11.2	0.291895	0.358407	0.00459851	0.30962	0.0286185	
11.4	0.306858	0.386979	0.00508093	0.330166	0.0195881	
11.6	0.315416	0.408464	0.00560159	0.343898	0.014003	
11.8	0.318028	0.423112	0.00616922	0.351176	0.0103485	
12	0.315437	0.431561	0.00679117	0.352698	0.00783594	
12.4	0.298203	0.433323	0.00822125	0.34201	0.0046857	
12.8	0.270657	0.42096	0.00992607	0.31899	0.00283845	
13.2	0.238482	0.400863	0.011924	0.289758	0.00167419	
13.6	0.20549	0.377657	0.0142233	0.258607	0.000936096	
14	0.173808	0.354015	0.0168157	0.22801	0.000488089	
14.4	0.144533	0.331093	0.0196477	0.199201	0.000235599	
14.8	0.118408	0.309328	0.0225878	0.172913	0.000105682	
15.2	0.0960612	0.289122	0.0254393	0.149795	4.4815e-05	
15.6	0.077795	0.270998	0.0280155	0.130306	1.84671e-05	
16	0.0634037	0.255339	0.030212	0.114474	7.61846e-06	
16.4	0.0522967	0.242199	0.0320166	0.101912	3.22455e-06	
16.8	0.0437664	0.231357	0.0334733	0.0920396	1.42325e-06	
17.2	0.0371744	0.222465	0.0346447	0.0842695	6.6092e-07	
17.6	0.0320173	0.215164	0.035591	0.0781066	3.2403e-07	
18	0.0279223	0.209136	0.0363618	0.073165	1.67718e-07	
19	0.0207484	0.19807	0.037755	0.0644338	4.02827e-08	
20	0.0162	0.190739	0.0386653	0.0588895	1.25968e-08	


